Year,Value,Units,Series
2022,20.8,Euros,Average hourly earnings
2020,19.9,Euros,Average hourly earnings
2016,18.2,Euros,Average hourly earnings
2010,17.4,Euros,Average hourly earnings
2011,17.2,Euros,Average hourly earnings
2012,17.4,Euros,Average hourly earnings
2014,18.3,Euros,Average hourly earnings
2015,18.4,Euros,Average hourly earnings
2021,20.4,Euros,Average hourly earnings
2017,18.5,Euros,Average hourly earnings
2013,17.5,Euros,Average hourly earnings
2019,19.5,Euros,Average hourly earnings
2018,18.9,Euros,Average hourly earnings
2014,15.1,PT,Gender gap in wage
2017,12.8,PT,Gender gap in wage
2019,9.5,PT,Gender gap in wage
2015,12.8,PT,Gender gap in wage
2012,20.1,PT,Gender gap in wage
2021,7.3,PT,Gender gap in wage
2018,11.9,PT,Gender gap in wage
2016,14.3,PT,Gender gap in wage
2011,18.1,PT,Gender gap in wage
2013,19.6,PT,Gender gap in wage
2022,8.8,PT,Gender gap in wage
2010,15.4,PT,Gender gap in wage
2020,8.3,PT,Gender gap in wage
